,tweet,hashtags,ref_user,urls,label
4594,n lead chants lock upn demonize refugees shithole countriesn mock,,user url,,1.0
4595,done shithole country,,url,,1.0
4596,say banishment send trump people like trump places like shithole countries africa,,user url,,1.0
4597,rickety old lady came park saw retard swing listening sleeping sirens,,,,0.0
4598,listen ching chong music,,user,,1.0
4599,study refugees impact advanced economies concludes investing one euro,,user user user url,,1.0
4600,ended ching chong girls aka legend,,user user user user user user user,,1.0
4601,predicted joke even made get good material fucking mongoloid,,user,,1.0
4602,dude wtf play mario 64 ds retard,,user,,1.0
4603,whats faggot wanna bet game 2morr kno u food stamps ill take em lol,,user,,0.0
4604,59 yrs old remember seeing streaks sky kid retarded,,user,,1.0
4605,old dirty jew bitch absolutely protecting entire jewed structure filth,,,,1.0
4606,point know words hurt people retard,,user user user url,,0.0
4607,country antisemitic shithole,,,,1.0
4608,knew ass racist u wetback go back country kinda face,,user,,1.0
4609,listen bigheaded headass dusty lookin lil fuckin cuckass libtard piece shit eating mongoloid troglodyte bitch,,,,0.0
4610,one thinks faggot getting abortion single,,user user user url,,0.0
4611,getting twatnneverybody wants thatn,goirish pasttenseoftweet,,,0.0
4612,intention lookin ass mongoloid,ass bot,,,1.0
4613,key getting married tricking girl within first month realizes im quirky unique im retarded,,,,0.0
4614,fine lightskin dyke function amp told fine asf amp bag fuck shit bitch,,,,0.0
4615,hes sort cunt mate,,user,,0.0
4616,nigger need house,,user url,,1.0
4617,palace seizedntrump admn mustnfire leftist nwh chief staffnjohn kerrynhh,,user user url,,0.0
4618,looking like mongy statue gets older,cr7,user,,0.0
4619,cut hair short far families called dyke pelona soldier walter mercado,,,,1.0
4620,mad cunt,,url,,0.0
4621,typical u support illegal aliens american citizens amp condemn man allegation,,user url,,1.0
4622,twat,,user,,0.0
4623,convenient soros clinton obama get suspicious packages 2 days ok assholes,,url,,0.0
4624,great mongol khan coin,,url,,0.0
4625,aint starving nigger like u,,user,,1.0
4626,fuck cunt,,user,,1.0
4627,im fucking screaming sis actually changed name nigger quarter,,,,1.0
4628,even shadilay active lol faggot,,user,,0.0
4629,susanoo obito fucking faggot,,user,,0.0
4630,signs retard person,,user,,0.0
4631,shut farmer clearly retarded,,user,,0.0
4632,want get banned st calling someone faggot,,,,0.0
4633,im never dissapointed comments plain ignorance honestly retarded zzzz,,url,,0.0
4634,feminazi,,,,0.0
4635,mom turning called dog dumb retard,,,,0.0
4636,damn immigrants thier songs must led throat cough,dq11,url,,1.0
4637,patience practiced door steps retard got deserved mental asylum,,user,,0.0
4638,according 99 ancestors travelled ocean going caravans shithole countries authoritarian leaders,23andme,,,1.0
4639,seriously go back country shit dead ass,,user,,1.0
4640,idgaf talk talk im retarded,,,,0.0
4641,boy og kb faggot ass,,user user,,1.0
4642,dude retarded standard xbox even play red dead 900p 30 fps lol,,user,,0.0
4643,mongoloid drill press make auto sear nnthe,,user user user user url,,1.0
4644,name raghead trailer trash,,user user user user user,,1.0
4645,thanks thought ching chong cheng,,user user,,1.0
4646,futurama made people less retarded simpsons,,user,,0.0
4647,included basic good grammar retard,,user user,,0.0
4648,wenjoy dyke wenjoy dyke wenjoy dyke wenjoy dyke wenjoy dyke wenjoy dyke wenjoy dyke wenjoy dyke wenjoy dyke wenjoy,,url,,1.0
4649,cant buy class know clubs dick head fans twat top lists,havesomerespect,url,,0.0
4650,macron cant see countrys sinking shithole trying merkel cunts interested,,url,,0.0
4651,retard,,user,,0.0
4652,obvious internet cause tell facial expressions body language retard,,user user user user,,0.0
4653,fuck faggot,,,,0.0
4654,since slipped retard zone absolutely idea terroris,,user user user url,,0.0
4655,new international negro edition,,user user,,1.0
4656,people actually voted twat,,url,,0.0
4657,weve played together online twice know jack shit faggot,,,,0.0
4658,vision banged tbh shame cunt decided throw drink cant take joke,,,,0.0
4659,reading article end im troubled choice let twat lord,,user url,,0.0
4660,fuck okay white proud,,user,,1.0
4661,wondering shithole country exports bone saws need ask friend sone questions,,user url,,1.0
4662,beta males world unite behind pussy hat wearing feminazi counterparts,,url,,0.0
4663,bring disease ruin walls eat foods without giving shit fuck care,,url,,0.0
4664,cunt shot,,url,,0.0
4665,guys offer dyke doesnt,,,,1.0
4666,sad cunt,,user,,1.0
4667,sorry simply pointing white immigrants bit racist onl,,user url,,0.0
4668,method madness ik im retarded im geniud,,user,,0.0
4669,hahahaha know read ching chong chang even chinese,,user user user user user,,1.0
4670,faggot fighting female smh sad af lmao,,url,,0.0
4671,representative tax cut man tremendous courage grit may someday recognized shithole countries,,,,0.0
4672,nice black ops monster retard,,user user,,0.0
4673,100 looks like would tell go back country,,user url,,1.0
4674,2nd amp 22 eddie fucking dumbass retard gran decides run bubble screen fire dumb ass,,,,0.0
4675,mongoloid scammer whats lmfao,,user user,,0.0
4676,cant deal retarded ass bitches,,,,0.0
4677,leave mongoloid manager boston please,,user,,1.0
4678,sound like naive retard stanning utopia never exist,,user user,,1.0
4679,retarded thing anyone said election process thi,,user user url,,0.0
4680,ingenious portmanteau liberal retard martha nn george washington 1776,,,,0.0
4681,drug prohibition made chicago shithole made usa shithole country forcing law,,url,,0.0
4682,many illegal aliens move home crystal,,user user user,,1.0
4683,blame toronto hotel gets one star reviews since accepting refugees due harassment,,user url,,1.0
4684,easy solution send illegal aliens mazie hironos house,,url,,1.0
4685,ive always thought people like either mentally retarded insane known enough,,,,0.0
4686,wo ching chong,,user,,1.0
4687,r fleeing shithole countries cuz america europen helped make shithole counties thru failing drug,,url,,1.0
4688,faggot ass dainty physical work,,url,,0.0
4689,ching chong bing bong bring dog kitchen,,user,,1.0
4690,united states police force nnhow fucking retard blue checkmark,,url,,0.0
4691,hes progressive neo marxist radical leftist wants open borders amp mass migratio,,user user url,,0.0
4692,twat absolute twat total utter twat sorry twats new king n,maga,url,,0.0
4693,retarded,,,,0.0
4694,threw flag like nigger fuck face,,,,1.0
4695,donald trump bizarrely popular among hut dwellers shithole countries nambia reports,,user url,,1.0
4696,example dumb cunt,,url,,0.0
4697,us kind shithole country nnat least 4 dead shooting pittsburgh synagoguenn,,url,,1.0
4698,know shit think rvn class mongoloid fuck,,user,,0.0
4699,usually dress cia agent halloween wanted dress chinaman would,,user url,,1.0
4700,9mm pistol fucking gun fucking retard point h,,user user url,,0.0
4701,ching chong brothers,,user,,1.0
4702,imagine retarded,,url,,0.0
4703,niggas act like theyre retarded,,,,1.0
4704,inserts nigger meme,,user,,1.0
4705,day 3 oui je suis en retard baby shoes ft holly cook,,,,1.0
4706,hate james charles faggot lil face makes mad,,user,,0.0
4707,ok misses ching chong,,user,,1.0
4708,need apologize ive called everything mother fucker orange twat waffle,,user,,0.0
4709,well western nations stopped helping shithole countries people would starve death problem solved,,user user,,1.0
4710,exactly trying prove despicable anti christian ant,nyc,user url,,1.0
4711,retarded desensitized people get offended retarded,,,,1.0
4712,omg dumb threaten retard,,user user user,,0.0
4713,honestly biggest retard ive ever seen online says alot block see stup,,url,,0.0
4714,im fucking mad made life choices bad im fat retard socially inept talking unfa,,url,,0.0
4715,whoever wins lottery called faggot wetback years back,,,,0.0
4716,recommend 1 stop getting involved countries wars 2 bring back us troops fr,shithole,user user url,,1.0
4717,wdym hes piping like hes ever done anything see mongy mate,,user user,,1.0
4718,cloven hoofed yeast infection nnfuck empty complicit twat useless,,user user url,,0.0
4719,haha first language negro,,user user user user user,,1.0
4720,haha thought filipinos hispanic filipinos dont ching chong eyes proceeds squint eyes,,url,,1.0
4721,lol know wanted name ching chong lawyer said,,user,,1.0
4722,im retarded know u referring lol still hes still baby amp still halloween u need chill,,user,,0.0
4723,saw act circus illegal immigrants clowns,,user,,1.0
4724,im turns people fake empowerment like guys trade horrific stories,metoo,url,,0.0
4725,twat wasted time good work ethic get job let alone try supervisor wtf,,,,0.0
4726,yall still use retarded describe something ridiculous stupid want know deserve,,url,,0.0
4727,ohh defintely work maybe depends gonna put dumb retarded side,,user url,,0.0
4728,time time shows ignorant twat yet still people support seriously unde,dumpf,url,,0.0
4729,shameless hey fucken retard seriously remember happened last season pathetic fuck nnme,,url,,0.0
4730,hope retard gta nerds switch rdr2 multiplayer comes,,,,0.0
4731,attending event live people gonna get home 3am minimum thats retarded,,user user,,0.0
4732,said yesterday pitch games 1 2 mind two nights row retarded,,user,,0.0
4733,republicans like yeah kinda raghead gives fuck,,user,,1.0
4734,illegal aliens,,,,1.0
4735,faggot whomst love ya know us supreme,,user,,0.0
4736,america edge precipice n nyesterday trump ranting shithole countries,,url,,1.0
4737,keep ya head lil nigger,,,,1.0
4738,lol corbyn twat two kind,,user user user,,0.0
4739,donald stupid faggot son bitch right,,url,,0.0
4740,many prems busquets leicester nnya plastic mongy,,user user user user,,1.0
4741,many arab states declare,,user user user user user user url,,0.0
4742,curtains cause need curtains want see close eyes retard,,user user,,0.0
4743,laugh mongoloid jaw predicts criminality science,,user,,1.0
4744,guy said ching chong u literally stan abuser allow,,user user user,,1.0
4745,word retard offensive next time wanna make fun buddy something stupid call,,url,,0.0
4746,gotta get makeup spic span n,spookyspoofy2018,url,,1.0
4747,pm promised citizenship refugees born pakistani,pakistan imrankhan afghanistan bangladesh,url,,0.0
4748,nigger,,url,,1.0
4749,non response lmao obviously tweet retarded talking spencer hypocritical,,user user,,0.0
4750,lt lt lt lt lt lt lt lt lt lt lt lt lt lt lt lt lt lt lt lt lt lt anyone retarded build pc wants one,,url,,1.0
4751,hi ellis like use word retard employers tweet,,url,,0.0
4752,feel retarded buying shit scythe acc gt lt,,user,,0.0
4753,mom inside joke call worthless spic calls nazi fuck,,user user url,,1.0
4754,left incisor cant faggot,kek,,,0.0
4755,good job tho honestly retarded friends terrible play,,user,,1.0
4756,today twat champions league advertising boards behind delete,,user user,,0.0
4757,ignis scientia call retard,,,,0.0
4758,nyc shithole country god quickly destroyed wheat rudy build shameless,,user,,0.0
4759,ching chong ling long,,user,,1.0
4760,keep mind im negro,,,,1.0
4761,hahahahaha match maker learn make sentence retard hell yeah im bitch scar,,user url,,0.0
4762,im biopolar steven king books nnice retard try retard channel,,,,0.0
4763,korean lookin ass retard,ass bot,,,1.0
4764,difference obama say hes immigration shithole countries conservatives like myse,,url,,1.0
4765,bud dodgers fucking retarded,,user,,0.0
4766,yes hes complete egotistic twat,,url,,0.0
4767,shut grand ol negro,,user,,1.0
4768,lesbian twitter nnis difference stud dyke lol serious question,,,,0.0
4769,cant take humans compensation retard,,user,,0.0
4770,shouting abyss yo actually retarded met resounding yes nigga depths,,,,0.0
4771,anyone knows lou landers bouncer lillys u know hes faggot,,,,0.0
4772,state cunt comparing little known comedian president entire country yeah,,user url,,0.0
4773,thought retarded killing vibe,,user,,0.0
4774,thats feel saying spic,,user,,1.0
4775,lol gone full retard take much fellow hollywierdos,,url,,0.0
4776,argument strong let white people call wetback spic consequen,,user url,,1.0
4777,word nigger treated worst word could ever say,,,,1.0
4778,go back watch every couple months see racist ghost calls friend chinaman,,user,,1.0
4779,haha gone full,retard,user,,0.0
4780,raghead problem england hows terrorist attacks,,user user,,1.0
4781,im negro open mind got screen door,,,,1.0
4782,dick looks retarded literally,,url,,0.0
4783,thank,,user user user user user user user user,,0.0
4784,worst flight life rough fuck cunt smelt rotten egg bastard behind snoring like pig,,url,,0.0
4785,wait im racist shut nigger,,user,,1.0
4786,actual fuck people still like fucking mongoloid,,url,,1.0
4787,fizeeque fraturday leanest ive looked weeks still fat retarded,,url,,0.0
4788,everyone better wish faggot wife happy birthday,,user,,0.0
4789,oh gawd bonnie killing cousin bugs n jackie chan twat,spidermanandfriendsbotnshut,url,,1.0
4790,les traversent la mer et trouvent les aides sociales,migrants,,,0.0
4791,shithole countries commen,,user user user user user user url,,1.0
4792,illegal aliens mean undocumented immigrants,righton kweenannalise htgawm,,,0.0
4793,let get cunt banned,,url,,0.0
4794,neil lennon soup taker,,url,,0.0
4795,nothing would make happier video coming cunt shot sleeps shocking wast,,url,,0.0
4796,conveniently forget shithole countries bad hombres man jekyl,,user url,,1.0
4797,gab retard went school shooting im going reminded next 30 years,,,,0.0
4798,think im broken im nid rather petty twat ncome think id love talk nmaybe get som,,url,,0.0
4799,got dead people vote along immigrants,,user user,,1.0
4800,shut fuck faggot,,user user,,0.0
4801,fuck nigga whoever stole shit year faggot ass niggas dont fuck 2019 nig,,user url,,1.0
4802,rondo mcgee retarded,,,,0.0
4803,shes feminazi linebacker like,,user user,,0.0
4804,twitter allows racist sexist tries stop cant eat,redneck president retard,url,,0.0
4805,kasey fucking dyke someone please get twt,,,,0.0
4806,bad rise shithole countries tak,,user user user url,,1.0
4807,misread tweet logic dalai lamas logic receive refugees treat well educate th,,user url,,1.0
4808,thieving twat stole phone im using phone 10 years ago cant,,user url,,0.0
4809,ill watch get home spic im school rn,,user,,1.0
4810,wing wong ching chong,,user user user,,1.0
4811,sorry speak ping pong ching chong sushi chong,,,,1.0
4812,odees performance better hands swings retard damn hes monster performern,smtm777,url,,0.0
4813,tell president nnsafety country people want shithole,,user user url,,0.0
4814,trump complete idiotic twat,,url,,1.0
4815,mr tweed mr twat,,user,,0.0
4816,ching chong 100,,,,1.0
4817,nigga im straight girl faggot,,,,1.0
4818,nahhh im retard xd,,user,,1.0
4819,like toothpaste even urethra toothpaste makes squirm urethra makes dick cunt,,user,,0.0
4820,ai spic inglis,,user,,1.0
4821,answer keep illegal aliens country get deport one democrat every one illegal,,url,,1.0
4822,remember told colored people euphonysm spics bank street cant bank,,user url,,1.0
4823,got fucked think theyre paying though way end great fucking night stupid cunt shit,,,,0.0
4824,zorry spic espanilsh,,user,,1.0
4825,whipped faggot,,user,,0.0
4826,spic yall first time heard 13 like umm say speak lol som,,url,,1.0
4827,nigga look like dyke,,user,,1.0
4828,id say could come live shithole country,,user,,1.0
4829,annoying twat face k thanks,,,,1.0
4830,absolute cunt,,url,,0.0
4831,tristan said reply text nigger,,user,,1.0
4832,cannot believe someone told mongy john died seen dog,,,,1.0
4833,talking u retard,,user user user,,0.0
4834,wowwww nigger,,url,,1.0
4835,e c shirts basically ching chong nintendo 64 im orientalist thi,,user url,,1.0
4836,multiple immigrant american citizens shithole countries,,user,,1.0
4837,fox news kevin jackson tried soo hard uncle tom ing house negro forced fire dumb ass,smh byefelicia,,,1.0
4838,retard urban naxal arrived conclusion k,,user user url,,0.0
4839,said ching chong cafe yesterday im allowed back,,,,1.0
4840,im convinced people retarded asf review impressions stick,,user url,,0.0
4841,see thread campaigns like okay white needed,,user user,,0.0
4842,look state slob twat hope luggage lost,,user user,,0.0
4843,ha human rights shithole country really go together,,user user user,,1.0
4844,amp retarded definitely wasnt,,user user user,,0.0
4845,sen ching chong ever talk black asian violence,,url,,1.0
4846,called dumb faggot taco bell 2 way wanted end night spread po,,url,,0.0
4847,white privilege dufas everyone saying okay white keep sherlock,,user user,,1.0
4848,stans mom stan tell watching osbournes going make retarded,,,,0.0
4849,oh wants victims sit talk open conversation twat,,url,,1.0
4850,great example though disagree immigrants leave anything behind thats whats great america c,,url,,1.0
4851,watch tv mongoloid,,user,,1.0
4852,way parents lacc thereof raised retarded drugs shit rais,,url,,1.0
4853,faggot,9news cnn,url,,0.0
4854,bruh negro chief keef really recorded pump fisting track album hahahahaha,,,,1.0
4855,close borders wall built never assimilate amp bring disease thats eradicated,,url,,1.0
4856,cant honestly asshole shithole countries past italy,,user url,,1.0
4857,massive fucking faggot erenhow fellow squidcunts,,user,,0.0
4858,many people obama stickers make leftist terrorists antifa amp blm know,,user url,,0.0
4859,stop trying play fate controlling tanik mongoloids enough crosses holy water prot,,url,,1.0
4860,mean mongol hordes,,user,,1.0
4861,im faggot,,user,,0.0
4862,fucking cunt,,url,,0.0
4863,next cunt mention scorpio season getting one two kostya tzu,,,,0.0
4864,fact wire wood young elf refugees,,,,1.0
4865,french retard,,user,,1.0
4866,oh cock stabbing fuck nuts weather twat says theres rain shower outside,,,,0.0
4867,ew truly say without cunt,,,,0.0
4868,wheres option complete faggot poll thats vote,,user,,1.0
4869,retard,,user,,0.0
4870,think spic picture,,,,1.0
4871,nmexicannblacknasylum seekernmuslimncitizen shithole countryncitizen terrorist country,magabomber,url,,1.0
4872,socialists illegal aliens getting dodge,,url,,0.0
4873,ok buddy retard,,user user,,0.0
4874,know expected im basically retarded,,user,,0.0
4875,unstan dumb cunt,,url,,0.0
4876,yall mfs really retarded,,user,,0.0
4877,nahhhh retard hahah,,url,,0.0
4878,put phone nif noticed country mourning yet orange twat n,,url,,1.0
4879,hate cunt,,url,,1.0
4880,see issue putting twat sort role model,,user,,0.0
4881,imagine killing fcking ar 15 fcking lil faggot,,user,,0.0
4882,saying ching chong ping ling racist mocking welsh fine get writing,,user user,,1.0
4883,whereas aaron straight rancid cunt,,url,,0.0
4884,absolute retard,,user,,0.0
4885,rondo retarded,,,,0.0
4886,blame reagan got rid retard bins gab,,,,0.0
4887,glass jawed faggot mind fair crack took,,url,,0.0
4888,negro,,,,1.0
4889,cunt,,user,,1.0
4890,categories though caucasoid negroid mongoloid poor model h,,user user user url,,1.0
4891,dating yet dyke yet ben yet soon,,url,,0.0
4892,stupid ugly li cunt,ying,,,0.0
4893,spic hear sargon talking first thing comes mind 65 year old british wom,,user url,,1.0
4894,dip regular lays onion dip full retard get ruffles bitch class,,,,0.0
4895,love faggot,,,,0.0
4896,child murdering scumbag cunt worse still u fuckers supporting shame yous,,user,,0.0
4897,take jackie sprite illegal alien voting im sure ads saying illegal aliens,,url,,0.0
4898,bukhari retard nwe shias believe anything says,,user user user user,,0.0
4899,know complete fucking twat people work retail take years life,,,,0.0
4900,playing lol jk im faggot,,,,0.0
4901,someone tell people get making lies people fuckin mongy ask,,,,1.0
4902,cunt 28 years old hit meth mid match sounds like perfect life aye,,user,,0.0
4903,im retarded,,user,,0.0
4904,retard strength,,user,,0.0
4905,long retard,,user,,0.0
4906,also kennewick man washington state time period definitely mongoloid,,user user user,,0.0
4907,tattie howker though aw soup taker patter absolutely tragic,,user user,,0.0
4908,yesterday kfc first time let tell straight die giving spicy f,,url,,1.0
4909,retarded dad daughter framed prosecutor whose child accidentally killed cold winter,,url,,0.0
4910,good,,user,,0.0
4911,brisbane roar fucking score cunt,,,,0.0
4912,worthy negro spiritual,carterv,url,,1.0
4913,cant believe twat 70s facing criticism heinous actions first time life,,user,,0.0
4914,im indian feel retarded decision total bull character put india map,,user user,,0.0
4915,dont tell smart manager becoming mongoloid start banning people subs one,,user url,,0.0
4916,breh chillll ever south dont use slang negro io,,user user user url,,1.0
4917,da boss da fucking cunt like mean world relevan,,user user user url,,0.0
4918,let native canadians legal immigrants use resources first,,url,,1.0
4919,intellectual terrorism,,url,,0.0
4920,dnd headcannons n1 elvish sounds like frenchn2 orcish warbands work like mongol raidsn3 wood elves high elve,,url,,1.0
4921,say balkans homophobic love faggot anthem,,url,,1.0
4922,retarded centrism makes cant imagine able differentiate something like dis,,url,,0.0
4923,people retarded ordy man,,user,,0.0
4924,taxes pay clear air mongoloid trees free,,user,,0.0
4925,oh shit found another mongol themed folk metal band ntime add collectionn,,url,,0.0
4926,leftist scumbags real clowns meanwhile jihadi commits real act terrorism,,user url,,0.0
4927,already stuck daca enough animals shithole countries al,,user user url,,1.0
4928,men becoming nurses,,url user user user user user,,0.0
4929,complete cunt,,user,,0.0
4930,say immigrants really mean illegal aliens,,user user user url,,1.0
4931,busy suspending people say faggot n word fat shame,,url,,1.0
4932,nah fr fr keep nigger bench,,,,1.0
4933,got negro,,user,,1.0
4934,gn cunt xxxx,,user,,0.0
4935,bitch straight slow bought multiple bottles faggot ass thinks malibu drink choice,,url,,0.0
4936,english ill force classmates listen cant say ching chong music,,url,,1.0
4937,dinner rolls underrated mongoloid disagree,,,,0.0
4938,like remember nothing us retarded,,,,0.0
4939,waiting called nigger work go hr payout,,user url,,1.0
4940,told ching chong face nhave someone come,,user user url,,1.0
4941,lets face footie fans know knows hes cunt often speaks reaction nnhoweve,,user url,,1.0
4942,worst thing trump supporter say isnim faggotnim spicnim niggernthen im proud,,url,,1.0
4943,homie broke wrist id jack tf dad raised gentleman faggot,,,,0.0
4944,really one kys faggot kids huh,,user,,0.0
4945,girl thinks fucking faggot,,url,,0.0
4946,let keep look like retard lmao,,user,,1.0
4947,come name shame little twat headbutting kicking elderly men women toda,congleton,user url,,0.0
4948,yes start setting presidents shithole countries fix let us,,user user url,,1.0
4949,ching chong music,,user user,,1.0
4950,driving got ring stuck hair sat like retard trying change gears ripping hair outlol,,,,0.0
4951,think might retarded,,,,0.0
4952,im actually twat,,,,0.0
4953,fucking nigger asshole hotrodnigga,,,,1.0
4954,happy happy birth death sa aking ka forever jowa spic girl amp one gotchu alw,,user url,,1.0
4955,pelea entre latinos que espectu00e1culo want people shithole countries coming,,url,,1.0
4956,twat help friend ended hospital last night,,user user,,0.0
4957,jesus christ im pretty sure hes retarded,,user,,0.0
4958,call nigerians african countries shithole u guys se,,user user user url,,1.0
4959,aditi go back come dont even reside cleveland even like,,user url,,0.0
4960,id rather nigger dumb bitch dumb bitch,,user,,1.0
4961,deadset unfunniest retard,,user,,0.0
4962,bye nigger lol,,user,,1.0
4963,tots godwin hilarious mongoloid,,url,,1.0
4964,good job faggot,,user,,0.0
4965,maam major cunt muffin,,,,0.0
4966,useless cunt,,url,,0.0
4967,nothing going happen woke negro theyre going keep pushing ca,,user user url,,1.0
4968,somebody take nigger phone away,,url,,1.0
4969,lad bushes jets pulled hair extensions grade twat,,,,1.0
4970,wish live shithole country could buy cool shirts well,,user user,,1.0
4971,illegal aliens,,,,1.0
4972,look like cunt sleep like mouth open double chins limbs shop hair tangled everywh,,url,,0.0
4973,someone tolerant left calls hateful racist basically calls spic,,url,,1.0
4974,winter im buying big stupid dumb oc fly retarded coat kill,,,,0.0
4975,quit fucking twat wanna selective reading,,user user user user user url,,0.0
4976,know weinstein dirty jew right know way,,user user user user,,1.0
4977,plateado con azulnegro etc,,user user,,0.0
4978,quentin tarantino studio greenlights every nigger put script,,url,,1.0
4979,least skip funny nncolin awful disgusting twat nn,,url,,0.0
4980,caravan caravan another failed attempt leftists bring illegal aliens e g undocumented democrats,,url,,1.0
4981,like china disgusting ching chong country,,url,,1.0
4982,speaking shithole countries,,user,,1.0
4983,hisoka faggot shit hands real,,url,,0.0
4984,caption retard,,url,,1.0
4985,fuentes retard lol made gang,yiannibol,,,1.0
4986,fucking stupid little twat hole,,user,,0.0
4987,look absolute doos trophy hunter man cunt understand hunting foo,,url,,0.0
4988,part script wants feminazi going march dc thursday w,,user url,,1.0
4989,cancel shithole countries give trump,,,,1.0
4990,stick even mongy ones back cos theyre united players im done sanchez im,,url,,0.0
4991,beefing dyke,,user,,0.0
4992,look faggots faggot would told bio come bothering kind crap messages part,,,,1.0
4993,ill nigger voting democrat 200 years,,user user user user,,1.0
4994,keep wheels spic n span year round tips tricks,,url,,0.0
4995,u2066 might surprised bomber probably illegal immigrant shithole,,user url,,1.0
4996,frick saw someone retarded take tl went gathered evidence needed,,url,,0.0
4997,obesedyke cant,,,,1.0
4998,aint going nowhere hes soup taker worst kind,,user,,0.0
4999,mongy cunt ashley young keep fist bumping everyone grow mate,,,,0.0
5000,like anyone else wake multiple times night like 4 5 times body fucking retarded,,,,0.0
5001,free another retarded question,,url,,0.0
5002,stared fucking door target like fucking retard thought automatic,,,,0.0
5003,read tweets cant help think great quote great man nnthese lil bitches retarded,,,,0.0
5004,million one fucking laws average joe nnbut million fucking loopholes silver spoon faggot,,url,,0.0
5005,far faggot,,user user,,0.0
5006,learn something pro uneducated twat,,user url,,0.0
5007,first ive ever heard complete twat,,user,,0.0
5008,honored part delegation fabulous workshop share story incre,,user url,,0.0
5009,right twat,,,,0.0
5010,twat offense could maybe hit 2 sometime soon,,user,,0.0
5011,23 mongoloid,,url,,1.0
5012,check calendar mongol,,user user,,1.0
5013,jen reached full blown retard stop,,user,,0.0
5014,nah nah bully retarded ahh fortnite players,,url,,0.0
5015,understanding recent changes directly effected refugees,,user user user url,,1.0
5016,love faggot,,user,,0.0
5017,right versus obamas apologetic sneaky leftist robin hood view fact obama gen,,user url,,0.0
5018,negro,,user url,,1.0
5019,hey faggot suck balls,,user,,1.0
5020,honestly trotsky mongoloid part book storming winter palace described weather,,url,,1.0
5021,wife gorgeous patty damn sexy tired twat,,user user user user user,,0.0
5022,fuck sake tony seems like right cunt nguess cunts twitter every team nthats f,,user url,,0.0
5023,chart become false false everyday mongoloid family,,,,1.0
5024,horse shadow colossus retarded,,user,,0.0
5025,looks exact pictures looks like twat trying look sexy,,user,,1.0
5026,stan twitter thinks theyre funny making jokes xs death surpised ching chong junior dies,,url,,1.0
5027,got opening wallet new credit card whos filling slot nnwhich faggot thinks worth,,url,,0.0
5028,help white domestic terrorist help u,timothymcveigh liberal leftist,user url,,1.0
5029,ghiblimix still corner shame like fuk tht spic,,,,1.0
5030,fat spic frauding zach virgin phenom dick ride,,user user user url,,1.0
5031,denola grey guy na faggot,,,,1.0
5032,happened country even bullies scared meet retard traditional home court,,,,0.0
5033,audacity men owe shit ya fuckin twat,,,,0.0
5034,thats negro right,,,,1.0
5035,non retarded club puig buehler iconic ws moments easy wins nnoh well,,user,,0.0
5036,cant even go thanksgiving dinner without worrying someones gonna call nigger chink spic accident,,url,,1.0
5037,clearly twat,,user,,0.0
5038,rightly said dinkan may ppl temples retarded kerala f,,user user url,,1.0
5039,okay got n u bad dad n uranus joon n fade retard nim going jump cliff,,user,,0.0
5040,niggas retarded,,,,1.0
5041,think hes retarded,,user user,,0.0
5042,live retard called tanya ok hi,,,,0.0
5043,cant serious daddys fault twat living lala land make sick,fucktrumps,user,,0.0
5044,9 10 times feminazi retards one bash men put forth allegations r try,,user url,,0.0
5045,kno leftist women far biggest domestic threat country nearly 3 4,,user user user url,,0.0
5046,mongoloid idiot think clever enough know offensive,,user user url,,0.0
5047,bitch nigger im send paragraphs im sending gifs amp memes instead lol mad,,user,,1.0
5048,awkward great show jenna became total fucking cunt kept cheating matty refused watch,,,,0.0
5049,feminazi full force time walk away crazy people,,url,,0.0
5050,hes even fucking funny mcing subpar id rather listen plunger toilet tbqh bland twat,,user,,0.0
5051,gavin newsom wants give illegal aliens free healthcare,,,,1.0
5052,ashley young manchester uniteds captain im chinaman,,,,1.0
5053,cunt,,user url,,0.0
5054,right royal retarded right everything,,,,0.0
5055,boosting retard,,user url,,0.0
5056,least 1 million refugees allowed germany alone know way,,user user url,,1.0
5057,well calls faggot earlier,,user user user user user user,,0.0
5058,please go back country need live need jobs back,,user user,,1.0
5059,comes mouth either retarded aids,,user,,1.0
5060,bad night considering part mongoloid,,url,,1.0
5061,nothing stirs emotions quite like reading retarded replies trump tweets,,,,0.0
5062,cleaning found new eraser 2 unsharpened mongol pencils hayyy nagbakal pa ko nmat,,,,1.0
5063,hes absolute twat,,user,,0.0
5064,pourquoi la peur des migrants serait sans raison alors que le nombre de crimes commis par ceux ci est en augmentation,,user,,1.0
5065,like many grew dick van dyke reference point cockney accent,,,,0.0
5066,trump supporters sending mail bombs amp shooting synagogues cant call woman cunt uncivilized,pittsburgh,,,0.0
5067,lukewarm ass negro,,,,1.0
5068,notice even chinaman come scrambled,,user,,0.0
5069,fucking cunt,,url,,0.0
5070,well got facebooks bk ones use 1 left get bk wudnt date birth facebook fucking twat ugh,,,,0.0
5071,im talking abt hair negro,,user,,1.0
5072,shut fuck fat singing cunt sound like 3 malnourished cats suit case,,,,1.0
5073,ya like negro president,,user user,,1.0
5074,reason brian stowe retarded,,url,,0.0
5075,lmao fucking retarded lazy,,,,1.0
5076,feel twat,,,,0.0
5077,yeah twat tweet everything,,user,,0.0
5078,crush everyone say ignorant bs second cute boy goes ching chong trump,,url,,1.0
5079,white nationalist say heritage okay white difference meaning,,user,,1.0
5080,sister literally said james charles faggot nn nnwho talking,,,,1.0
