,tweet,hashtags,ref_user,urls,label
3140,ah completement accord probleme etant questions genre deja loin,,user url,,1.0
3141,attarde trop personnes mérites absolument attention,,,,1.0
3142,deja remettre choses place langue chinoise ya meme ching chang cho,,user user url,,1.0
3143,petits gestes tout petits gestes,,user user,,0.0
3144,jcommence aimer renois plus plus mdddr,,,,1.0
3145,commence sérieusement gonfler cette blackos stupide inculte u qi huître,,user,,1.0
3146,rt gauchiste vote encore gauche passe 35 ans indecrottable vie helas,,user user user user,,1.0
3147,harcèlement volonté chasser familles déplacés observe plus plus plus,tutsi,url,,1.0
3148,incroyable ça renois rebeus mm blancos ça,,user url,,1.0
3149,ptdrr dirait mongol,,user,,0.0
3150,xxe siècle voisine donnait sel parce juif boche communiste nègre,,url,,1.0
3151,penses inutile attardé remarques aussi vides,,url,,1.0
3152,quoi negrophille pck comprends renoi parle negro noir ici couleur,,url,,1.0
3153,fais blagues homophobes blancs renoi rebeu noich juif seulement,,url,,1.0
3154,non non disent pauvres bobos gauchistes déjà soumis islam,,,,1.0
3155,racisme toujours hideux antisémitisme expression idéologisée part malade âme humaine,,url,,1.0
3156,wsh chui grave mongol g lu suressnesse mdrrr,,user,,0.0
3157,ça air sympa être sale arabe,,url,,1.0
3158,écris jusqu finale attardé mental fati,,user user user user user url,,0.0
3159,ça va a vraiiiiiiment pire meuf forces ouf quand après oui attardé bon routine,,user,,1.0
3160,tg drôle bande mongol,,user user,,0.0
3161,négationnistes terrorisme musulman aussi odieux négationnistes chambres gaz attaques,,url,,1.0
3162,courage supprime tweet fierté terrorism,ahedtamimi,user user url,,1.0
3163,sûrement manifestation détresse gens victimes société lt insérer blabla gauchiste ici gt,,url,,1.0
3164,ah aussi,,user,,1.0
3165,hapsatou sy présidente africains france elysée macron rassembleur africains musulmans,,url,,1.0
3166,peut être ceux émettent oukases non violents relativement protégés violence semble,,url,,1.0
3167,alberto fait cc réponse sondage vrai mongol,,,,1.0
3168,toutes façons ça arretera jamais chacun cherche meilleur toujours migrants,,url,,1.0
3169,bonjour twitter sais fais miracles aimerai beaucoup aidé petit frère attardé imberbe,,url,,1.0
3170,ni noirs ni typé arabes part vive berbères plus beaux femmes latines,,url,,1.0
3171,renois quoi être heure autres dites rien,,,,1.0
3172,attardé prend parole,,url,,1.0
3173,russe cetait sale ivrogne pense nique combat mma,,,,1.0
3174,appelle cherie connard sais pourquoi sommet parce demain,,user user url,,0.0
3175,jcroi rebeus courant ya muslim fait,,,,1.0
3176,putain filous renois conspirent faire insulter place publique,,,,1.0
3177,foi mongol,,url,,0.0
3178,poignardé saloperie gauchiste,,user,,0.0
3179,rt gauchiste francais veut resoudre problemes monde defaut resoudre problemes chez donneur lec,,user,,1.0
3180,meuf celle là pr top 10 pr fouttre mal aussi donc stop écoute rebeus oran,,user,,1.0
3181,giagia dates ouf jtoublies vive renois,,,,1.0
3182,mdrrr donc ca rebeus animaux,,url,,1.0
3183,merci cet échange aimez arabes dite clairement bonne journée,,user user,,1.0
3184,renois sorti black panther,,url,,1.0
3185,benzema jouait gro mongol firminho ariben,,user,,1.0
3186,fantastique avoir renois équipe,,,,1.0
3187,rt bien ser aucune reponse intelligente part gauchistes gauchiste macroniste forc,fbpe,user user user,,1.0
3188,germain prénom français mongol zemmour va faire gueule,omfra,,,1.0
3189,petite prime complotiste antisémite vient couronner démonstration islamiste radicalisée,,user,,1.0
3190,1 prénoms arabes,,,,1.0
3191,vla potes renois rebeu mdr ça veut dire quoi ça tous pareil gros,,url,,1.0
3192,quelle origine bio bon française tunisienne sénégalaise mongol lointa,,url,,1.0
3193,documentaire attarde aussi vie personnelle q famille mariages enfants problèmes,,url,,0.0
3194,pire etre taxer voir humilier etant pris gauchiste,,url,,1.0
3195,rt langage gauchiste devient langue morte,,user,,1.0
3196,renois américain autant liens afrique blancs américains europe,,,,1.0
3197,islamo gauchiste peut être élu lorsque communautarisme majoritaire,,url,,1.0
3198,ah oui tacle gros mongole attardé mental forte dégénérescence,,user user url,,0.0
3199,seul regret attarde dessus faut avancer,,url,,1.0
3200,rêve mairie yerres laisse mairie annexe asso complotiste tenir permanence anti link,,url,,1.0
3201,islam néanmoins gangrené car porteur terrorisme fait,,user user,,1.0
3202,sénateur pillon contre avortement contre mariage gay contre divorce contre pensions aliment,,url,,1.0
3203,a laché sale thon africain bete comme pied meme temps insulter morts orh,,,,1.0
3204,esperons cette jeune femme contre avortement,france,url,,1.0
3205,toutes femmes contre avortement espère allez tomber enceinte sous pillule préservatif,,,,1.0
3206,philosophie islamo gauchiste interdit tout signe judéo chrétien,,user,,1.0
3207,sah priez dieu croyez reunissez 7 boules cristale attardé espagnole gauche joue bien,,,,1.0
3208,rien remarqueras première contre arabes a servi rien celle 1831,,user url,,1.0
3209,dieu attarde jamais combler besoin extérieur,,,,1.0
3210,marine pen pouvoir fermer frontières expulser tous clandestins migrants retirer papiers,,url,,1.0
3211,plus grand calmes presse gauchiste continue propagande contre nature nelle dit pingouins alors,,url,,1.0
3212,génétique gauchiste quoi trouve médias américains présentent ça,,user user url,,0.0
3213,français veulent expulser migrants juste ingrats oublient fait a,,user url,,1.0
3214,criteres positifs meriteraient attarde nmais boudons plaisir,,user user,,0.0
3215,mélange migrants islam terrorisme viendra expliquer a,,user user url,,1.0
3216,gros droitard nationaliste liberateur ca mere pense toute temps tuer copine gauchiste anarchiste,,user,,0.0
3217,oshi mongol,,user,,0.0
3218,haine anti arabe devenu obsession pr chien golois comme vs merite guillotine,,user url,,1.0
3219,sale attardé,,user user user url,,0.0
3220,beau musée lequel nom bourreaux caché seul terrorisme connaissons porte nom islam,,user,,1.0
3221,crois gras congèle deviens donc dur rétrécit pays attardé france,,user user,,1.0
3222,gauchiste aveugle rend sourd aveugle gauchiste,,user user user url,,0.0
3223,askip renois fort,,user user,,1.0
3224,voilà arrive quand propagande gauchiste tiermondiste misérabiliste côté,,user url,,0.0
3225,seul mongol jouer smg cette map aussi,,user user,,0.0
3226,oui bien autre semi pd hais petite sous merde,,user user user,,0.0
3227,parle rapport protestantism dit mélangions polythéism,,user user user url,,1.0
3228,migrants viennent piquer travail français,,user user user url,,1.0
3229,gauchistes légifères protéger leurs racailles migrants adorés gilets uritrottoir,,user url,,0.0
3230,jean pax chaque fois emmerde sardou traite dernier gauchiste devant,,user user url,,0.0
3231,ok ba cas arabes volent violent djihadist,,user user user user url,,1.0
3232,chercheur diriger cette etude sans doute lu precise bie,,user user url,,0.0
3233,ser mongol,,user user,,0.0
3234,temps gueule mongol,,user,,0.0
3235,algérien cet arbitre dirait peu attardé non,,user user,,0.0
3236,laisse attardé,,user user user,,0.0
3237,mec plaint militantisme gauchiste alors publie fake news fake news,,user user url,,0.0
3238,faut croire ong soutenues gouvernement favorise immigration massive islamisation pays,,user,,1.0
3239,privatisation sncf mongol,,user user user,,0.0
3240,soucis profiterai badigeonner bacon sale arabe albinos,,user,,1.0
3241,a mentionné mongol,,user user,,0.0
3242,oui sort demain mongol va,,user user user,,0.0
3243,voila mene paternalisme gauchiste racisme inverse tellement malsain hallucinant,,url,,0.0
3244,quand veux faire truc stylé cap sauf mis ceinture comme mongol,,user,,0.0
3245,crains peur être étiqueté facho pourtant déjà considér,,user user url,,0.0
3246,triangle honte islamo gauchiste zn r,rennes nantes brest bretagne,user user url,,0.0
3247,argumentaire ado attardé pp bouffon falsification histoire fantasme his,,user user url,,0.0
3248,faire insulter fragile gauchiste 40 kilos porte boubou q,,user user user url,,0.0
3249,ptdr mongol gens film amuse comme mongole,,user,,0.0
3250,jour dis aimes bien renois twitter rapl très bien puis vrai,,user url,,1.0
3251,gomette mongol,,user user user,,0.0
3252,enfant gâté adolescent attardé accepte dise non o,macron,user user url,,0.0
3253,voila sale juif nazi noirabe,,user,,1.0
3254,rebeus qd vu tweet,,user url,,1.0
3255,a quelqu sait trouver vidéo mongol ricardo chante sch,,,,0.0
3256,rebeus baises leurs frangines déboussolés,,user,,1.0
3257,vivre incertitude permanente sort réfugiés apatrides europe via,,url user,,1.0
3258,terrorisme intellectuel,,user user,,0.0
3259,dingue terrorisme intellectuel prénom certes,,user user user url,,0.0
3260,alors ouvre trop gueule parce ici besoin substitution vi,,user user url,,0.0
3261,crois vraiment a 2 renois daesh boko haram,,user user user user url,,1.0
3262,oui vrai lyonnais racistes aiment bien arabes regardez,,user url,,1.0
3263,justement lorsqu parle femmes victimes violence part hommes gominés o,,user user url,,0.0
3264,attardé,,user user url,,0.0
3265,âme europe europe non sein bateau dizaines migrants africains col,,user url,,1.0
3266,attarde comprenne yen beaucoup trop,,user user user user,,0.0
3267,sauf heures plus sombres histoire juifs cachaie,,user user user url,,1.0
3268,municipalité gauchiste collabo,,user user,,0.0
3269,quel parl comme mongol wsh,,user,,0.0
3270,oulaaa mongol raffale tt racaille blanche deja,,user user,,0.0
3271,ouais maître gims pousse hurlements stridents toutes trente secondes comme attardé,,user,,0.0
3272,ça problème frère parle kamila oklm pk ramène laura wsh maladie quoi,,user user,,0.0
3273,completement attarde mdr,,user,,0.0
3274,renie mange tout mangerai bien gauchiste bobo,,user user url,,0.0
3275,réponds tweet parle racailles parles migrant vraiment attardé crois,,user user user,,1.0
3276,source publication gauchiste peux garder présenter entree arènes,,user,,0.0
3277,société complète cautionne violence,,user user user user user url,,0.0
3278,islamo bobo gauchiste petit tour tl rendre compte,,user,,0.0
3279,complotiste considérer uejf licra crif militent immigration antiracisme,,user,,1.0
3280,lu france indo compris source plus gauchiste comme journal tout jou,,user url,,0.0
3281,mange veut arrête terrorisme intellectuel ça devient lourd,,user,,0.0
3282,homme faible physiquement rapport elephant infiniment plus intelligent,,user user,,0.0
3283,bien fait unfollow quand voyais tweets bizarres arabes moment là,,user url,,0.0
3284,aimerais attarde tête juste sublime,,user,,0.0
3285,eh mongol,,user,,0.0
3286,quand équivalent boulangers expliquent pourquoi contre avortement,,user url,,0.0
3287,ici arabo satanique sale arabe croisais,,user user user user url,,1.0
3288,attali compare juifs migrants légitimisation violence contre anti immigration,,user user,,1.0
3289,voilà passe aujourd hui forêts françaises violence état pur,,url,,0.0
3290,sachant arabe objectifs donc si traite sale bougnoule merde p,,user url,,1.0
3291,ben voilées font promo terrorisme france guerre,,user user url,,1.0
3292,deformation bobo gauchiste aime ve,,user user user user user url,,0.0
3293,alors sale arabe ferme bien gueule déjà,,user user,,1.0
3294,violence mdrr va falloir censure tweets,,user,,0.0
3295,ah tiens groupe mongol supporter psg ah medeux,,user user,,1.0
3296,gens grandi attarde plus trivialites changement heure vrais purs,,user url,,0.0
3297,pourquoi mongol apparaît twitter gars payé 300 heur,,user user url,,0.0
3298,buteur leader sale mongol messi plante 0 leadership,,user user,,0.0
3299,non veut migrants économiques trop trop plus urgent,,user user url,,1.0
3300,quel gros mongol autre dimitri thauvin putain,,user user,,0.0
3301,typique gauchiste deni realite pense parce bloque vois,,user url,,0.0
3302,faut vraiment être attardé tolérer intoléra,,user user user user url,,0.0
3303,yes impression noir afrique ceux ici,,user user,,1.0
3304,pire plans coupe autre mongol carbonnier fan qsg,,user user url,,0.0
3305,racisme racisme définition gauchiste piteusement soumise racialistes indigénistes,,user,,0.0
3306,ballon or année 2018 mongol,,user user,,0.0
3307,mafia russe venue monaco blanchir argent sale,,user,,0.0
3308,mdrrrrr gros mongol,,user,,0.0
3309,ideologue gauchiste sommet insupportable,,user user,,0.0
3310,defendre arabes a autre argument insutes,,user user user user url,,1.0
3311,sinon blédars rebeus pléonasme pareil,,user,,1.0
3312,faut lire franchement,,user user,,0.0
3313,non aéré ais attardé critique littéraire ouvrage revu ceu,,user url,,0.0
3314,mariages rebeus a rien pire podium meuf croit défilé change 107 fois,,user url,,1.0
3315,faut vraiment être attardé sexuel,,user,,0.0
3316,va finir comme tontons rebeus passent leurs vies pmu,,user user,,1.0
3317,professionalisme pauvre gauchiste merde lieu informer passe temps desinformer,,user user,,0.0
3318,qd sait niveau intellectuel migrants autres africainsil q,,user user url,,1.0
3319,ailleurs si tiens vraiment condition vie gens si p,,user user url,,0.0
3320,mdr bah comment mongol,,user user,,0.0
3321,insta réseau mongol,,user,,0.0
3322,fait gros attardé,,user,,0.0
3323,rigole sale juif,,user user,,1.0
3324,ah oui sale arabe prétends être meilleur payet mdddrrrr,,user user,,1.0
3325,ferme bouche petit bourgeois gauchiste a besoin propagande,,user user user,,0.0
3326,déjà islam paix terrorisme feuge utilise,,user user user user url,,1.0
3327,émission attardé mental pote fait ouvrir yeux,,user user user,,0.0
3328,feraient politologues juifs nazis,,user user,,1.0
3329,gosse pourra être attardé zoophile gros mince lunettes pleins boutons pourra joue,,user url,,0.0
3330,reniée sale fdp attardé mental gay merde allah aide wallah,,user user user user,,0.0
3331,bonjour gauchiste bobo reveille a,,user user user user user url,,0.0
3332,pauvreté collateral violence plus richesse faut chercher ailleurs,,user,,0.0
3333,vs comprenez ps si ps envie manger tant mieux pr ms laisse ls,,user user url,,0.0
3334,2 confusion volontaire entre violence légitime défense entre,,user user user url,,0.0
3335,salami france inter bonne gauchiste mal placée 1 telle émission,,user user,,0.0
3336,ah ouais rebeus teintures blondes enculé fragile là,,user user,,1.0
3337,ca va soulever poid dette gauchiste,,user,,0.0
3338,faute attardé,,user user,,0.0
3339,allo alloooo gauchistes nje recois mal nallooooo nm,,user user user url,,0.0
3340,alors mdr mec quil joue prend 3 0 sourire comme mongol apres cameras,,user,,0.0
3341,sale arabe,,user,,1.0
3342,déchristianisation abrutissement propagande gauchiste,,user user user user url,,0.0
3343,mdr vois jamais renois parler franc cfa néocolonialisme contre ça pleure tout va,,user url,,1.0
3344,apporté quoi part sale geule arabe grand mère,,user,,1.0
3345,parler médecins africains travaillant france juste signaler parmi tous,,user user url,,1.0
3346,attardé pote peut lire dis attardé pote dit aller branler ailleurs,,user user user,,0.0
3347,attardé amuser afficher meufs recale insulte person,,user user url,,0.0
3348,attardé parole possible dire autant merde,,user user user user,,0.0
3349,sauf ea acces mongol,,user user user,,0.0
3350,pdtrrr attardé déjà trop vais rien dire,,user,,0.0
3351,grave mongol,,user,,0.0
3352,manifestants symbole courage résistance résili,idleb alep,user url,,0.0
3353,vrai mongol gentil,,user,,0.0
3354,aime violence,,user,,0.0
3355,mongol consanguin incapable réfléchir comme pullule désormais planète,,user user,,0.0
3356,john kiffe mongol peu mdrr,,user,,0.0
3357,millions morts famine chaque annee veux laisser pourri,,user user url,,0.0
3358,euh vraiment attardé belle fille hein demande si dé,,user user url,,0.0
3359,assez attardé album irai réécouter,,user,,0.0
3360,mdrr fini 15 hp mis low alors amusais spam constru comme attardé,,user,,0.0
3361,hossam mdrrr allez viens ici vendeur chameau renie enfin arabe frero,,user user user user,,1.0
3362,vu métisse quand traine groupe renois disent tous,,url,,0.0
3363,var var pourquoi strootman fait ça quel mongol,,,,0.0
3364,gauchiste éplucher tomates i lames dentelées ça fonctionne super bien e,,user url,,0.0
3365,espérons néanmoinsil ferait violence prenant argent pouvait réclamer,,user user url,,0.0
3366,tavais qua faire voler mongol,,user,,0.0
3367,quel rapport opening mdr completement attarde quoi branle si,,user user url,,0.0
3368,critiquent commu pr amuser galeie pareil pr renois,,user,,1.0
3369,impression parler attardé,,user,,0.0
3370,toujours mêmes poncifs 1 non violence position moral,,user user user url,,0.0
3371,colisse attardé excusez sacre plus capable voir débil,,user user url,,0.0
3372,faut effectivement penser globalement lier terrorisme intégrisme musulman radicalisation,,user url,,1.0
3373,racistes savaient quels genre negros rebeus gainés fille parle,,,,1.0
3374,grave chaud zebi comme hab ya gros mongol creer comptes pr voter contre,,user user user,,0.0
3375,dis ça giga pp tour eiffel mdrr sale arabe,,user,,1.0
3376,féministes idiots utiles causes dépassent leurs donneurs,,user user url,,0.0
3377,oui fais partie mongol propose 1vs1,,user,,0.0
3378,suppression partiele isf comme disait sarkozy fillon impot gauchiste st,,user user user url,,0.0
3379,ouve musica mongol,,user,,0.0
3380,vien bf jteclate sale arabe,,user,,1.0
3381,homme blanc culture egale betise bobo gauchiste,,user user user url,,1.0
3382,relis dernier message mongol rien aussi dis lois pays,,user user user url,,0.0
3383,va emmener quelques migrants,,user,,1.0
3384,outra mongol,,user,,0.0
3385,wallah grave raison mec serieux balec vie nique mere sale feministe pute,,user,,0.0
3386,ça attarde orthographe paske ça compre,,user user user user user url,,0.0
3387,toujours contre avortement question conscience vie sacré ri,,user url,,0.0
3388,encore jour faudra faire étude sociologique tropisme gauchiste socialiste,,user url,,0.0
3389,sait tres bien vise dc si blanc dis sale arabe merde racisme non plu peace,,user user user,,1.0
3390,psychiatrise terroristes psychiatrise ceux dénoncent terrorisme rend vraim,,user url,,0.0
3391,fort loin etre gauchiste continuerai,,user user user user user url,,0.0
3392,tg jour où neigera première dire regarder fenêtre sal mongol,,user,,0.0
3393,nan mongol sens péjoratif ressemble beaucoup ancien collègue originaire,,user url,,0.0
3394,mongol parle journaleux twitte,,user user,,0.0
3395,gauchiste viscéralement anticlérical respecte islam,,user user,,0.0
3396,rebeus peau lisse ca faiblesse,,user user,,1.0
3397,homme sale vieux rebeu mdr,,user,,1.0
3398,pourquoi peur migrants sans raison alors nombre crimes commis ceux ci augmentation,,user,,1.0
3399,mgr cattenoz méchant identitaire attardé tradi voulait rechristianiser écoles,,user url,,0.0
3400,fait quand attarde peu tweets compte,,user,,0.0
3401,cameroun laisse vraies choses attarde o,,user user user url,,0.0
3402,ouais maiq comprends menace islamo racaillo gauchiste quipeut venir partout,,user,,1.0
3403,orthographe très bancale théorie complot anti linky anti vaccins tient bon spécimen là,,user user,,0.0
3404,rebeus connaît nez normaux chelou nez normal,,user user,,1.0
3405,merci,,user,,0.0
3406,inquiètes charles arabe fainéant sncf,,user,,1.0
3407,perroquet gauchiste,,user user user user user user,,0.0
3408,pourtant passé soirées live ça parle encore sans connaissance cause vraiment attardé,,user,,0.0
3409,mongol base sait peut avoir plusieurs écrans pc,,user,,0.0
3410,ok attardé,,user user user,,0.0
3411,eh bien voila tolerance bobo gauchiste merdique souhait pue toute france,,user user user,,0.0
3412,kyrgios mdr quoi mec putain attardé gosse riches mal éduqué,,user user,,0.0
3413,aimer trop courir quand rigolez renois,,url,,1.0
3414,prix bled peut trouver marcher bien épiceries arabe renois,,user user,,0.0
3415,mds é mongol,,user user,,0.0
3416,gars elitiste compris nait egaux deja ca etait truc gauchiste,,user,,0.0
3417,ca problème rebeu renois parents dure après leurs enfants manquent,,user user url,,1.0
3418,tassure mongol jms pu lfaire sns jtm,,user,,0.0
3419,bien connu,,user user,,0.0
3420,totalement avc mongol aussi va aller loin,,user user,,0.0
3421,mdrrr tête oit vraiment mec plus attardé vue merde,,user user url,,0.0
3422,mdrrrr trop mignon,,user user,,0.0
3423,repasse vêtements sale arabe fais,,user user,,1.0
3424,mère problème mentale possible attardé frère é,,user user url,,0.0
3425,violenté e aimeraient donc violence,,user user user,,0.0
3426,rhaa vieux message mode complotiste moins compris plus mongols,,user url,,0.0
3427,ptdr sale arabe,,user,,1.0
3428,jouer acec mots histoire coloniale française fait arabes e,,user user url,,1.0
3429,surtout noirs arabes pire entretien qd mec verra tête,,user url,,1.0
3430,comprends horrible si gentil chien marre violence humaine devrait tuer gas,,user,,0.0
3431,dénier migrants bénéfice droit asile motif,,user user url,,1.0
3432,ferme gueule islamo gauchiste mai 2019 allez prendre u,,user user user url,,0.0
3433,mode vas faire quelque chose contre grand renois 1m90,,user user,,1.0
3434,cho a vrmnt attardé,,user,,0.0
3435,gauchiste toujours ado attardéfaut vouloir,,user user user user url,,0.0
3436,rebeus haineux renois ça existe veuilles jv nier ça pr,,user,,1.0
3437,sai mongol,,user user user,,0.0
3438,a deux renois venu asseoir juste côté alors train vide wesh quoi lprobleme,,,,1.0
3439,sale arabe non personne veut trop marre bz chèvres donc haine,,user url,,1.0
3440,mongol,,user user user user,,0.0
3441,fois vit tous jours ordure gauchiste amis basanés font,,user url,,0.0
3442,quoi problème critique club complètement attardé,,user user,,0.0
3443,tolérance gauchiste,,user user,,0.0
3444,tais gauchiste,,user,,0.0
3445,pk jsuis nrv psk pote clique sale arabe taille blancs noir ouvre do,,user user url,,1.0
3446,sans emploie hhhhh rebeu pris ça place quelle grosse merde toute façon fachos,,user url,,0.0
3447,tiens encore cette théorie complot antisémite,,user user,,1.0
3448,rebeus soins comme,,user,,1.0
3449,niveau anchois niveau chaine alimentaire ridiculise encore plus,,user user,,0.0
3450,noirs sûrement rebeus possible,,user user user user user user user,,1.0
3451,oh espèce mongol seul joueur respecter cavani neymar celui donné jamais b,,user url,,0.0
3452,communautés arabes africaines posent problème e,,user user user url,,1.0
3453,nan a renois sale grosse pute va,,user,,0.0
3454,wow sais comment fais fais accelerer coeur distance arrete ca mec jme sens toute timide v,,user,,0.0
3455,joue pubg depuis sorti petit mongol 0 rapport pubg comme tout jeux sk,,user user url,,0.0
3456,pfff ya encore lac attardé là ya herbe cool,,user,,0.0
3457,bon comme imagine ptn feministe lgbt changer,,user user user user url,,0.0
3458,vu dernière vidéo disant contre violence vient encourager ketur tou,,user url,,0.0
3459,mongol championnat 1 match bar,,user user user user url,,0.0
3460,toute categorie gauchiste imbibes moraline bourgeoise,,user,,0.0
3461,rien contre rigolais mongol va,,user user,,0.0
3462,etre sommet chaine alimentaire torturer animaux plaisir,,user user,,0.0
3463,qq mongol fez agr,,user,,0.0
3464,musique mongol challenge mongol mdrrrr,,user,,0.0
3465,fait tant agent securite loi interdit palper personne meme sexe,,user url,,0.0
3466,commando marine gauchiste triste,,user user,,0.0
3467,jamais coisa mongol,,user,,0.0
3468,voila faudra debarrasser genre gauchiste sauver france,,url,,0.0
3469,oh plus mongol près politique plus moins,,user user user,,0.0
3470,mdrrrrrr bah ouais a dit énormément licence street asquip a priorité rebeu,,user url,,1.0
3471,sale richou,,user,,0.0
3472,attardé localité,,user,,0.0
3473,autre muslim twitter attardé incapable débattre ça devient lassant,,user url,,1.0
3474,chrétienne vaut attarde certains,,user,,1.0
3475,preuve descend singes vrais mongol faire ça,,user user,,0.0
3476,rala mongol,,user user,,0.0
3477,ptdrr tous renois châtelet vont arriver ball,,user,,1.0
3478,oublions beaucoup juifs réfugiés maghreb cette,,user user user url,,1.0
3479,si dis quoi attardé alors,,user,,0.0
3480,oui pensons aucune leçon recevoir juifs chrétiens car,,user user url,,1.0
3481,quel dommage malgré juin 2017 violence conjugales auto déclarés mentionne q,,user user user url,,0.0
3482,gauchiste vote encore gauche passe 35 ans indecrottable vie helas,,user user user,,0.0
3483,non plus crimes commis migrants français blancs seulement moins,,user user url,,0.0
3484,sinan pff fatiguant genre attardé autre chose foutre,,user,,0.0
3485,bien parlons maintenant pays arabes maghreb leurs valeurs musul,,user user user url,,1.0
3486,lol quel mongol,,user,,0.0
3487,tg tjrs sortie blancs jte parle dune vrai pute kiff mauvaise odeurs accent mongol,,user,,1.0
3488,tiens commence sale arabe merde,,user user,,1.0
3489,monsieur mongol a burnes,,user user user,,0.0
3490,oh non rassure faut plus petit facho débile vexer,,user user,,0.0
3491,aime bien gout viande carnivore tout,,user user,,0.0
3492,dit sale arabe verra jamais dit ça,,user url,,1.0
3493,jsuis commence avoir mal renois 91 77,,user,,1.0
3494,yuri ct miff posé couilles contre réal bernat juste attardé malaga,,user,,0.0
3495,mariage renois plus taff autre chose,,user,,1.0
3496,wesh parle fait féministe parle droits femme super pourquoi com,,url,,0.0
3497,propagande gauchiste americaine a aucune limite comme france,bfmtv,user,,1.0
3498,a vieux mec gare a insulter sale arabe sauf arabe tout,,,,0.0
3499,normal jamais abri gauchiste dégénéré,,user user,,0.0
3500,regarde gros likes quil renois soutiennent gros fdp raciste,,user user user,,0.0
3501,musicalement ouai après blc si blanc ap renois rebeus très fort musi,,user url,,0.0
3502,quel putain rapport attardé,,user user,,0.0
3503,raison rassurez islamo gauchiste nie,,user user url,,1.0
3504,haha arabe dis arabe chameau ironie racism,,user user user url,,1.0
3505,parlez nom suisses merci immigrationiste islamo gauchiste ri,,user url,,1.0
3506,ivg façon gauchiste comme choléra ça repend partout,,user user user,,0.0
3507,pègre gauchiste,,user user,,0.0
3508,mdrr mongol déjà beau être fan,,user user user user user url,,0.0
3509,quand vois rebeus comme rim k ça fait oublier ya fils pute comme bassem exis,,user url,,1.0
3510,houlala exxtreme droite pouvoir pauvre media gauchiste,,user,,0.0
3511,quelle manoeuvre bon imaginais ça peu plus violence lol ça va soft,,user,,0.0
3512,ah gauchiste amour débat honnêteté intellectuelle,,user user url,,0.0
3513,terrorisme intellectuel encore beaux jours devant,navrant,user,,0.0
3514,tombez œillères violence touche aussi père,,user user user user user url,,0.0
3515,waw trump intéressant tout gros mongol po,,user user user user url,,0.0
3516,non gauchiste très long compromette,,user user user,,0.0
3517,dis repete force deviens mechant ouais ahahahahahahahahaha priver lib,,user user url,,0.0
3518,merci,,user user,,0.0
3519,accord gauchiste,,user user user user,,0.0
3520,a frapper gars mongol,,url,,0.0
3521,mdr si connecté vit comme donc attardé,,user user,,0.0
3522,pauvre attardé humour peut faire importe quels supports évidemment,,user user url,,0.0
3523,ptn cette violence question mdr,,user user,,0.0
3524,cette ville weekend beaucoup rebeus vue beaucoup jeunes blancs dan,,user url,,1.0
3525,qil ditsô style rebeus bon jv dm,,user user,,1.0
3526,faute si putain trou cul doublé attardé fini,,user user user,,0.0
3527,intelligent bolsonaro perd temps presse totalitaire bobo gauchiste,,user user url,,0.0
3528,vraiment moments où demande comment peut être aussi attardé quand gens mettent q,,url,,0.0
3529,petit mongol apprend parler comprend rien,,user,,0.0
3530,quand met part parceque grandi black rebeu coup traité sale ara,,user url,,1.0
3531,viens visualiser émission replay bienpensance gauchiste assistée discours,,user url,,0.0
3532,mdrr tg gueule attardé crois mieux,,user,,0.0
3533,parle tjs français dirait adolescent attardé branles tjs cachette playboy,,user user,,0.0
3534,oui gentille attarde physique,,user,,0.0
3535,ouiiiii comme peintures rupestres bas mongol sanscrit comique devrait réviser,,user url,,0.0
3536,attardés comme plaisez nommer tout simplement luc,,user user user url,,0.0
3537,dommage lille plus gauchiste cette,,user user user user url,,0.0
3538,ok mots traites mongol,,user,,0.0
3539,personne doit imposer regime alimentair,,user user user url,,0.0
3540,empeche prends tete attarde ca fait mal,,user user user,,0.0
3541,parce justice médias gauchiste français lâches anti blanc racaille tr,,user url,,0.0
3542,aqui mongol,,user user,,0.0
3543,là rajoutes fin mongol,,user,,0.0
3544,nn ami frustré faite sale arabe va bon ntm flemme parler tell,,user user url,,1.0
3545,encore autre mongol veut donner bonne conscience a,,user user user user url,,0.0
3546,jambon premier sinon mongol,,user,,0.0
3547,regarde mongol,,user user,,0.0
3548,jpense attardé bc ça intéressé grand monde jcoco très peu gens pose,,user url,,0.0
3549,manu niveau écriture cm1 attardé gens croient,,user user url,,0.0
3550,confondez islam radical terrorisme islamique premier mène parfois second,,user user url,,1.0
3551,si photos mongol pancarte veux bien,,user,,0.0
3552,ptdrrr merci gauchiste pref,,user,,0.0
3553,crois parceque attardé adversaires vont laisser gagner,,user user,,0.0
3554,éducation gauchiste enfant roi,,user user,,0.0
3555,etait faire chier islamo gauchiste constate nazillons egalemen,,user user url,,1.0
3556,dis gogole mongol peuple wsh,,user user,,0.0
3557,connais sûrement plus sale imbécile jai étudie arabe littéraire,,user user,,0.0
3558,attardé quoi pourquoi follow alors ridicules,,user,,0.0
3559,nique morts sale juif,,user user user,,1.0
3560,merci fr passer arabes pr haineux,,user user user,,1.0
3561,nan accord contre avortement dis juste avorter aujourd hui,,user user url,,0.0
3562,fais attardé juste lent,,user,,0.0
3563,baath etait parti tous arabes variante chaque pays baath irakien sous saddam etc,,user user,,1.0
3564,publies dicks pics permanence vieux tordu,,user,,0.0
3565,souci peut faire plaisir condition rien contre rebeus renois 5 service,,user,,1.0
