,tweet,hashtags,ref_user,urls,label
9916,tous prêts rencontrer rowan caitlin pique nique,,,,0.0
8464,chat content alors bavarde 3 endroits bouche adore felix,,,,0.0
12989,bonjour tous quelques choses hystériques passées collines nuit dernière regardez article,,,,0.0
2224,confirment ahed soutient répétez après resistance palestinienne nuance,,user url,,0.0
3127,belattar insulte français origine arabe tête chameau sbires diallo insultent noires nè,,url,,1.0
501,faut arreter mlp gauchiste,,user,,0.0
10993,oui ça,,,,0.0
12578,heure 12 semaine flexible seulement 28 autres faire,,,,0.0
3915,intello gauchiste comprends,,user,,0.0
9402,espère quantité images,,,,0.0
1479,oui région gauchiste,,user,,0.0
8790,accord peut être encore pendant certain temps,,,,0.0
8798,aller lit goodnightttttt,,,,0.0
308,quand fait choc civilisations base lutte contre terrorisme revigore at,,user url,,0.0
2910,info réfugiés burundais déplorent insuffisance eau potable,mulongwe rdc,url url,,1.0
4979,hamu tour tm surexcité,,,,0.0
173,genre rap mongol vaut détour,,url url,,1.0
7408,duncan riley news ltd team cité tout pardonné promet menacer poursuivre,,,,0.0
718,contre jparle couramment chinois jpeux dire ching chong ça veut rien dire,,user,,1.0
524,fait point nregarde estns attarde virgulesnouvre parenthesesnle trema naeve ch,,url,,1.0
1242,heureusement mis beye bâcher toutes conneries débite autre attardé mental,,,,1.0
7538,moin hier clés nouvel appartement,,,,0.0
13241,liste camarades devrez partager cet ami,,,,0.0
688,bordel attardé goten ssj genes e,,user user user user url,,0.0
5979,heure coucher,,,,0.0
10957,maison départ va maintenant passer textes,,,,0.0
6739,compter mouton fonctionne astuce essayant rester éveillé,,,,0.0
1970,bagui mongol,,user,,1.0
3503,raison rassurez islamo gauchiste nie,,user user url,,1.0
321,cette gauche bouffe curé longueur journéequi abreuve anticléricalisme depuis décenniesvien,,url,,0.0
13488,tout meilleur demain,,,,0.0
11848,bonnes personnes suivre toutes idées,,,,0.0
10815,tape tweet partir nouveaux macbook pro mothefuckers heureux jazz obtenez ancien comme promis,,,,0.0
8667,oh pantalon train sortir vieillards angleterre 4 5 après retour tho,,,,0.0
7524,attrapé requin,,,,0.0
10418,peut attendre jusqu zakynthos amp jamaica wooop apporte soleil,,,,0.0
11493,a fait café,,,,0.0
6486,ok filet oeil venant environ 6 minutes,,,,0.0
492,a plus détestée vs mondel islam religion terroris,,user user user user url,,1.0
532,report sale juif,,user,,1.0
11710,haha pensais tous deux 15 hahaha,,,,0.0
4846,conversation frère via twitter fb prochaine pièce,,,,0.0
286,pq vois states renois saute eau chaussettes tout mdrr,,,,1.0
3532,mdrr tg gueule attardé crois mieux,,user,,0.0
12702,regarde collines 8 épisodes aujourd hui a vu tous million fois oh jamais ça vieillit jamais,,,,0.0
8755,5 italien basique instant,,,,0.0
641,fois bande petits renois venue sonner chez halloween tous cagoul,,user user url,,1.0
5512,besoin tweetbook tout monde facebook personne lira twitters,,,,0.0
259,chama mongol satanas,,user user,,0.0
12394,vraiment accrocheur v 6bjoiqvad basic but great demande si vrai poisson types animaux compagnie chia collants,,,,0.0
645,mongol trop coeur,,,,1.0
4495,chérie bonsoir très tôt matin journée chargée va rattraper plus tard demain,,,,0.0
2717,tous vœux malheur tous gauchos tendance islamogauchiste soutiennent hamas,,,,0.0
7848,super alors sûr venir dire bonjour,,,,0.0
2118,gros mongol point vue intelligence,,user,,0.0
1806,demande si g soucis bah ui facho debile va,,url,,1.0
13054,ooh a air bien quelles caisses,,,,0.0
8716,veux aussi,,,,0.0
5269,penser silence agneaux rigole cul,,,,0.0
12546,teehee voudrais partager si malheureusement non vraiment juste cerveau vacances,,,,0.0
474,javai envi dle frapper mek vrmnt 1 mongol,,,,1.0
14009,avoir concert northampton cheval course nuit,,,,0.0
1860,43 mongol,,user,,1.0
7390,pucker choix choix,,,,0.0
10267,dois juste réveiller éprouve odeur rupture réparez maillot maquillage a encore autre gâchis prévu,,,,0.0
12967,essayais ressembler taylor swift lol,,,,0.0
10467,oh dieu pensais si vieux oh bien vais toujours aimer quand 25 hahaha,,,,0.0
9365,ughh yeux font mal maintenant dois fermer pendant moment,,,,0.0
5756,laissez cela empêcher venir,,,,0.0
3228,migrants viennent piquer travail français,,user user user url,,1.0
6317,a gens aimons doivent être gens très étranges re,,,,0.0
11342,heureux gens entrent prototypage modélisation modèles moitié décents 3ds max déjà,,,,0.0
13453,sens presque mieux maintenant alors joue hookie parents vais dc,,,,0.0
3869,faux gens non exposés violence prêche non violence puisqu,,user user user url,,0.0
8207,nylon allez besoin voisins indie mag ouvrir étiquette disque jmm adorez cool adore robes cependant,,,,0.0
5580,encore tryna figure twitter pensais accroche gars,,,,0.0
3267,sauf heures plus sombres histoire juifs cachaie,,user user user url,,1.0
11531,ouinull,,,,0.0
2570,mamans renois trop choupi toucher cheveux metro etc quand mm peur,,,,1.0
4149,lol tellement drôle,,,,0.0
5396,np signifie problème monde marriott où travaillé jamais problème toujours plaisir haha mp,,,,0.0
4849,yay demain vais faire aujourd hui encore fois,,,,0.0
9540,fin lors affichagenull,,,,0.0
10498,style poule peut non impliquer promesses autres personnes doivent fournir telles préoccupations ici,,,,0.0
7344,vient envoyer carte anniversaire spéciale quelqu spécial,,,,0.0
1096,bah non rebeus aussi grosse bite bon tg,,url,,1.0
11285,hâte voir visite complète service merci retour,,,,0.0
9630,toujours chemin,,,,0.0
13398,justement conversation façon dont dépendants semblons être internet téléphones mobiles jours,,,,0.0
13396,prie nouvelle carrière professionnelle louez dieu nouveau travail,,,,0.0
12627,fille très chanceuse,,,,0.0
9480,nouvelles mises jour site www blacktoprecords ca merci henry avoir fait excellent travail,,,,0.0
5195,ok merci lemar,,,,0.0
7756,vient enregistrer nouvelle démonstration impressionnante,,,,0.0
9557,heyyy ça fait quelque temps haha choses correctes ici rien majeur où retour pékin,,,,0.0
10333,eh mec alors aussi merci,,,,0.0
2750,rt mdrrrr trop mignon,,user user user,,1.0
1780,putain marre vraiment attardé,,url,,1.0
1831,ceux font apologie terrorisme ceux répètent partout q,,user user user url,,0.0
4489,dernier épisode newnownext comme tout fait génial,,,,0.0
8434,week end a assez intéressant perdu pendant 2 heures réprimé lèvre passé nuit chez melina,,,,0.0
7136,besoin embaucher aide stand disponible années expérience salons professionnels dm,,,,0.0
9568,ah oui ennui hard haha prenez tas films génial,,,,0.0
3268,municipalité gauchiste collabo,,user user,,0.0
8842,roxy hystérique quel nom chat espère allez regarder 6h30,,,,0.0
5976,uh oh maintenant fais peur,,,,0.0
6141,bien réjoui taylors,,,,0.0
7067,nouveau lien complet,,,,0.0
11009,tendance plus élevée surpris pu aimer davantage,,,,0.0
2624,mdr jai critiqué arabes plutôt débat dmerd va faire boucan ailleurs,,user,,1.0
2784,chaque année ya mongol fait cette photo,,user user user user user user,,0.0
3301,typique gauchiste deni realite pense parce bloque vois,,user url,,0.0
1519,marianne soubret œillères rien nantes 700 migrants évacués loger,,,,1.0
6405,impatient tweets drôle belle journée xx,,,,0.0
10083,heureux portable revienne affaires,,,,0.0
4811,plutôt sûr show pais juste avant spectacle alors comme twitter toute communauté fans nin,,,,0.0
278,jvais changer mongol,,user,,0.0
5479,jouant bonne source restent retard bénéficient vacances printemps,,,,0.0
6915,aime,,,,0.0
10989,cache bien tous,,,,0.0
8878,podcast merci lols savais peux transmettre raf,,,,0.0
1791,comme tous medias voix nord quotidien militant gauchiste ordinairele digital patine abord digi,,url,,0.0
7600,accord pourquoi twix mardi tite twix tasse thé jusqu peu fondu rend jour mieux,,,,0.0
5423,heureux avoir pu aider maintenant besoin scanners codes barres,,,,0.0
8607,jusqu présent tous achats plus encore aujourd hui heehee fais,,,,0.0
13007,2 argh excité ravi voir enfin james smith,,,,0.0
9531,évalue nouvel album silverstein,,,,0.0
955,mdr renois disent rien 69 honte,,,,1.0
1187,jpense hein ua mongol moment,,user user user user,,0.0
12540,si reconnaissant avoir amis étonnants aider quand pickle,,,,0.0
7488,pensez juste jour livres histoire sommeil,,,,0.0
10293,eh bien fait maintenant assis ordinateur mettant jour twat nue,,,,0.0
5344,aime travailler mérite quelques vacances,,,,0.0
8489,sais réel bf endormi amp modifie vidéo xo,,,,0.0
9961,semble ça va pleuvoir,,,,0.0
8432,joyeux anniversaire interwebs,,,,0.0
9686,bien bien incroyable si écrivez juste fermez,,,,0.0
12377,aime ça,,,,0.0
229,oui juifs ashkénazes qi moyen très élevé p,,user user user url,,1.0
11445,oui besoin pinte main si essayez événement rl sl bon point,,,,0.0
5067,ck dépendant rv règlement r 123456 tsutsu x re null,,,,0.0
11781,bien fait devenir véritable introverti,,,,0.0
3972,renois retweeter tweets vraiment mdr ignorance bêtises negres maisons,,user,,1.0
13794,thx,,,,0.0
13117,makin déplace fier sais comment,,,,0.0
3036,non médecins doivent porter jugement égard leurs patients contre avortement refu,,url,,1.0
10120,ramada renaissance hotel face harvey nicholls deansgate blackfriars street devrait être là,,,,0.0
5192,haha non vais jouer morue 4 maintenant,,,,0.0
9774,rentre chez nouveaux écouteurs créatifs,,,,0.0
1406,faut foursome quatres renois celle là,,url,,1.0
5031,merci deux fois profil travail remis nouveau peut être jeudi peut être après pâques,,,,0.0
1773,aulas achète petits rebeus 20 euros marché wisseum aouar fils prof lettres fous dé,,url,,1.0
12493,a voir 5 fois dit là bas live,,,,0.0
2991,genre indigènes noirs arabes ptdr europe,,,,1.0
9316,hmmmm beaucoup chats peuvent boire lait parce gagnent avoir diarrhée chiens,,,,0.0
9767,commençons demander si emplois prioriser films travail,,,,0.0
217,é mongol,,user user,,0.0
9918,essaie éviter passer msn com autant possible live com beaucoup plus agréable,,,,0.0
7347,a besoin starbucks,,,,0.0
3517,dis repete force deviens mechant ouais ahahahahahahahahaha priver lib,,user user url,,0.0
6599,salut grinch voudrais vraiment ici podcast anglais si considère fait locuteur russe,,,,0.0
11606,yay devin a dormi toute nuit réveillé 7 heures,,,,0.0
12087,examens effectués maintenant rien faire pendant deux prochaines semaines,,,,0.0
1559,racontes mongol change lunettes e,,user user user user url,,0.0
7698,bonjour twitter achèterai paquet machetins concevoir eshop encore aujourd hui ça va être expein,,,,0.0
5796,1ère fois où utilisé boîte lumière donc peu rude voulais faire avant trop grosse,,,,0.0
7770,travail attente horloge frapper 6,,,,0.0
11235,parents juste acheté nouvelle voiture fessée marque heureux cause chocolat caramel galaxy aime ça,,,,0.0
4824,idole aime devriez répondre lt 3,,,,0.0
9677,encore très éveillé,,,,0.0
2756,traversent mer trouvent aides sociales,migrants,,,1.0
11645,bonjour mync,,,,0.0
12954,ça paraît bien venez prendre discuter jour génial mettre visages tordre,,,,0.0
4998,cours formation aujourd hui alors hésitez réveiller,,,,0.0
7393,bonjour tous espère bon,,,,0.0
4457,demande combien temps peux rester jusqu démine réveille 6,,,,0.0
8443,expédition semble amusante essayez apprécier,,,,0.0
10587,extrêmement important apple première entreprise mettre unix bureau support commercial viable,,,,0.0
13799,suppose rendu compte tellement critique désolé,,,,0.0
12315,dorment tous,,,,0.0
1750,parles autre gays refoule espere,,user user user,,0.0
13223,haha bien jamais état permanent hors ligne,,,,0.0
10419,eh bien a fois ciel enfer pense certains pourraient penser idiot prenant temps libre hiver o o,,,,0.0
12609,hey jon comment ça fonctionne maintenant cela a donné tonne publicité,,,,0.0
7733,baleine signifie connexion internet stable fier jamais avoir vu,,,,0.0
12537,lol voilà chose principale essayez poster avant amp après photos si pouvez,,,,0.0
4589,oui vais kenya août pendant 10 jours w tumaini international aimant orphelins monstres mignons trés exité,,,,0.0
2014,jure genre dis bah nan aime tout dit nan pense renois vois,,user url,,1.0
6399,bienvenue bonne journée,,,,0.0
3587,non quand antisémite complotiste relis texte avant impression ressens,,user url,,0.0
11033,hourra quelqu écoute retardé tellement maintenant manqué réunion retour maison marcher chien reprogrammer,,,,0.0
9757,,,,,0.0
4816,manquez quand disponible cette semaine pouvons faire yuri quelque chose comme ça,,,,0.0
5646,suce mathématiques comprends très bien sexe image mentale utile,,,,0.0
5196,hahaha prends piège donc pense calculs base,,,,0.0
5931,yay bien dormi matin,,,,0.0
8050,nouvelle publication comédies romantiques réalité plz commenter quoi aime commentaires,,,,0.0
8205,si pouviez vendre autant publicité besoin coaching,,,,0.0
2439,renois cheveux courts genre couleur originale style frank ocean kiddy smile trop stylé,,,,1.0
5086,bureau jusqu 1 24 pense dépliant,,,,0.0
1026,nique pute mère laisse arabes tranquille,,user,,0.0
9216,haha merci merci merci haha haha merci,,,,0.0
10143,darn toast brûlé oh peu importe,,,,0.0
2060,reminder tout monde suce bite cet attardé parce fait blagues fortnite,,user,,0.0
7596,rock classique 1 aimait tellement cette chanson 3x9l5,,,,0.0
11054,bienvenue amp content voir,,,,0.0
10451,tous membres équipage peu travail faire,,,,0.0
11393,résout problèmes circuit communication pouvez profiter temps place,,,,0.0
2293,pourrait faire peu préventif contrôle naissances afrique,,user,,1.0
12527,merci a fallu environ 23 mois débarrasser poids,,,,0.0
13239,iowa no 2 heureux oui,,,,0.0
10979,tweet tweet ici tweet tweet là bas goodniiiight,,,,0.0
8063,hmm scénarios légèrement différents,,,,0.0
13304,trouvé saint thomas attend,,,,0.0
8317,bonjour ami,,,,0.0
8694,1300 mots,,,,0.0
4029,vient ajouter tweetie nouvel iphone,,,,0.0
7987,salutations cardiff royaume uni,,,,0.0
12266,kidnappé amp a enfermé tête,,,,0.0
10497,salutations,,,,0.0
7601,nouvelle mascotte bureau,,,,0.0
4009,tres bien cinema francais souvent mauvais surtout acteurs officiels regime gauchiste francais,,user,,0.0
5287,ça défaite point écrire si aimez pouvez suivre essaie poster moins jour,,,,0.0
7829,votez plz,,,,0.0
7834,peut dormir toujours attente tweetie mac,,,,0.0
503,france jeudi prochain librairie résistances naufragés odyssée migrants africains etienne,,url,,1.0
1275,sai mongol,,user,,0.0
12905,juste fondu choccie écoutant littérature brute,,,,0.0
12061,merci bonne critique vert vert content travailler,,,,0.0
7948,suppose chose chanson,,,,0.0
19,glik gros mongol,,,,1.0
1580,encore méchants blancs oppresseurs méritent logiciel gauchiste resté,,user url,,0.0
6207,passe si retard tm sauvegarde jours ci fougère,,,,0.0
12834,obtenu deux points deux fois moins jargon méchants,,,,0.0
12861,censé avoir beaucoup clients répétitifs raison qualité aime parce peux obtenir quelque chose pré laminé,,,,0.0
638,vintimille comment faire preuve solidarité migrants sans faire expulser ville,,url,,1.0
624,ptn lives mauvaise aigrie condescendante phacochere acquiesce comme mongol,mavachou,,,0.0
5504,assister conférence psfk env assister conférence soumise raisonnable,,,,0.0
3391,fort loin etre gauchiste continuerai,,user user user user user url,,0.0
7191,bon matin tout monde,,,,0.0
4617,aimé aujourd hui,,,,0.0
7120,inquiétez paroles sûres volons musique paroles demandez comptable,,,,0.0
12959,astuce mise 25 match ligue champions obtenez 25 cashback si pari perd,,,,0.0
10243,vient lever ahh adore vacances scolaires,,,,0.0
7097,soleil matin donc gris ici adorable,,,,0.0
13443,toujours intéressé,,,,0.0
640,dieu complètement attardé quitte double,,,,0.0
13412,tyson sent cookies,,,,0.0
8791,style chasse aujourd hui voie brique extrémité ouest plus tard aujourd hui dois avoir canon 50mm f 1 8 lentille jacobs,,,,0.0
13544,nouveau chaud 89 9 espère encore mis pneus plus neige venir,,,,0.0
10845,attendez gérant livraison fasse devoirs avant déposer tracts,,,,0.0
9572,fatigué aujourd hui mari ivre rouler 1h matin beaucoup amis autre boisson lot bruyant,,,,0.0
8247,excusez désolé laissez savoir si peux prêter expertise informatique ravi aider,,,,0.0
6741,toujours heureux utiliser ah,,,,0.0
10061,yaaaaay jac train entraîner sorcier niveau 35 cela signifie bientôt pwn,,,,0.0
3145,commence sérieusement gonfler cette blackos stupide inculte u qi huître,,user,,1.0
1078,ça attires rebeus,,user,,1.0
13135,espère plateau thé comprend couteau pointu besoin couper gâteau plus tard xxx,,,,0.0
13833,passé superbe soirée hier soir,,,,0.0
13068,écoute musique,,,,0.0
10741,thème chambre dames demain dame peut devenir strip teaseuse toujours garder dignité,,,,0.0
8437,doux enverra coup oeil superbes tests mcshep dès possible,,,,0.0
199,bz morts sale juif,,user user user,,1.0
12614,combien années affilée pensez tas fera nouvelle version,,,,0.0
2518,quand vois cagnotte aider enfants réfugiés dorment deh,,,,1.0
9606,adore saut quantique,,,,0.0
9458,a semblé bonne compréhension pourquoi attiré tweet origine,,,,0.0
1217,renois chevalières doigts,,,,1.0
3245,crains peur être étiqueté facho pourtant déjà considér,,user user url,,0.0
7430,awww merci vôtre très aussi hehe spose sauriez quel point grand sourire visage maintenant ur twweeeet lol,,,,0.0
6254,juste compris super emballé chilly tout si souhaitez woot content rester debout,,,,0.0
12836,resté maison maman enfants aujourd hui vacances printemps quelle belle journée cette période année 52 41 bas soir avril,,,,0.0
6822,aujourd hui deux jours aimerais certaines célébrités souhaitent bonne journée xp haa xd ça arrivera jamais,,,,0.0
6232,woo merci ron steeve suivre yeow folowerssss haha p veux arriver spectacle ellen,,,,0.0
7081,heure coucher jill arrive ici demain,,,,0.0
9867,mise jour paniers pâques gratuits chicago excellente idée,,,,0.0
5261,a sauté quai aujourd hui vent plus froid pluie vraiment cool,,,,0.0
2312,jsuis larme tweet rebeus tournent fb groupes turcs ça insulte balle,,,,1.0
10175,noeud twitter,,,,0.0
6383,aimez ladyhawke tellement cool,,,,0.0
10138,aimez sucettes parce pense vais obtenir lollipop géant balade balançoire,,,,0.0
10523,aussi brownies maison,,,,0.0
6487,levé prendre monsieur travailler anniversaire,,,,0.0
1021,lignes quotidiennes akram belkaïd polémique autour prénoms arabes rien nouveau sous soleil iht,,url,,0.0
9781,tous frères sœurs adoré cookies si content mère pointilleuse vieil homme aimés,,,,0.0
6691,tellement excité propos session yoga 30 min avant suivi berocca chèvres yoghuooooooooooommmmmmmmmmmm,,,,0.0
9006,merci avoir envoyé paquet a obtenu matin,,,,0.0
4712,adore lire tweets bon voir belle tasse lorsque lus où photo,,,,0.0
7686,oui seul manqué caractères payés version pro obtenir manuels expoto pdf html aussi windows,,,,0.0
510,mael rentre sujet sale juif,,user user user user,,1.0
7139,bien sûr train créer écosystème plugin propulse net terminé déménagerais,,,,0.0
7883,bien sûr allez regarder arrière penser content avoir passé 9 heures jour cette pièce quot,,,,0.0
1659,attardé mental connard plus illettré co,,user user user user user url,,0.0
6315,bonsoir peux attendre école matin,,,,0.0
6261,jour brillant a grande présentation écrire,,,,0.0
8701,puis volé cette chemise a vendu ebay,,,,0.0
4835,internet coule tous jours esprit sans rien autre,,,,0.0
11941,forêt bavaroise,,,,0.0
6983,oh si sais toujours lequel 47 laboratoires sv celui burlingame,,,,0.0
8390,a piqure bois quelque chose extérieur rend fou aimerais bien jeter peu bois maintenant,,,,0.0
13269,attitude mentale positive aujourd hui peut être aussi mauvaise hier,,,,0.0
912,bon anniversaire attardé mental kiki,,,,1.0
12743,oui lâche twitter nouveau,,,,0.0
674,comme confirme sale arabe marseille ça vote fn,,user user user user url,,1.0
1313,ça veut dire époque ts rebeus revenaient bled paires tn falsch mom,,user user url,,1.0
13067,bonjour temps préparer travail essayez gagner jour 26 tix nouveau souhaite bonne chance plaît,,,,0.0
9267,haha viel zu viel personnes fait partout rempli maintenant devriez venir visiter ici cependant,,,,0.0
887,sal putain style gars renois bonjour déjà,,url,,1.0
12101,attends vraiment week end nain rouge woot,,,,0.0
8305,sais cherché a autres là bas titanic exemple,,,,0.0
10363,a plus orteils yay,,,,0.0
5535,regarder monde étoiles,,,,0.0
1539,africanisation islamisation europe importation mœurs associées,,user url,,1.0
10249,construire application mac amusant surtout quand,,,,0.0
13101,désolé vraiment content retour,,,,0.0
2405,restes trql sales arabe sale vielles conne,,user,,1.0
10532,ok réel juste histoire drôle,,,,0.0
10866,pouvez consacrer autant temps seul avant devenir fou ennui plus longue 4 semaines moins ensoleillé,,,,0.0
8424,yay us,,,,0.0
4342,si sais comment faire quelque chose temps tellement facile répondre,,,,0.0
2667,comment envie voir classe merde déjà oublié tête attardé,,,,0.0
10850,espérons tout continue bien souhaitant beaucoup bonheur,,,,0.0
13905,tous spectacles vus semblé détendu bon point concerne iowa toujours super,,,,0.0
13352,vraiment bon logiciel,,,,0.0
9621,ouais sens mieux soir fais travail entre twitter écrit,,,,0.0
13917,juste lire tous tweets ressemble dja haha juste,,,,0.0
9770,plus vieux,,,,0.0
12872,lol yeah aus trivium fan ici,,,,0.0
9719,pingouin voulez examiner,,,,0.0
7617,a aimé simplement regardé premier épisode animations kyoto quot k quot bonne animation moe overkill good fun quot,,,,0.0
7511,bonjour tous monde,,,,0.0
4164,chose merveilleuse tout faveur utilisation langue anglaise entière merde utilise aussi pense,,,,0.0
10715,espère twitter publie actuellement tweet espère vais sortir regarder tueurs vampires lesbiens seconde,,,,0.0
11419,famille matin pense perdu 10 livres pesé peux monter pantalons sans inhaler amp problèmes exhumation,,,,0.0
10675,bon temps sens énergique bonne santé pourrais courir plus tard aujourd hui peut être,,,,0.0
5057,naw baise fils baise ça réponds mieux tous tweets embrasses baise studio baise vie,,,,0.0
5859,haha michelle travailles trop dur haha,,,,0.0
13649,aussi merci toute bonne musique rapporte souvenirs,,,,0.0
7665,mmmm gomme pêche,,,,0.0
2615,disais terrorisme charia totalement incompatibles,,url,,1.0
4581,tune hotels a ouvert réservations nouvelles chambres nouveaux hôtels kuching,,,,0.0
6106,yay acheté jax nouvelle étiquette ressemble peu près celui a perdu,,,,0.0
11331,éléments immatures ohhhmod soir stupéfiant,,,,0.0
6064,va marcher lathkildale profite soleil aujourd hui,,,,0.0
4960,juste heure 25 minutes gauche travail puis jo frappe salle gym,,,,0.0
5786,colorant,,,,0.0
6991,,,,,0.0
3794,a quoi raciste mode g dis renois tte pûtes,,user user,,1.0
4015,retrouve besties soir peux attendre conversation filles,,,,0.0
2598,certificat maladie suffisait,,,,1.0
539,gauchiste ba,,,,1.0
10266,boucher belgrave sud colby rd fait meilleur kiev poulet jamais mangé hou vais certainement revenir essayer plus,,,,0.0
6834,voilà,,,,0.0
4502,désolé colère khan fait,,,,0.0
8722,,,,,0.0
5977,travail juste accomplissement personnel vais appeler msg demain peut être pouvons travailler quelque chose,,,,0.0
5518,génial gars soutien,,,,0.0
1151,ça attarde psg parler fraudes fiscales ça dur 36 secondes bande tocar,,user url,,0.0
657,france tous problème raciste depuis invasion musulmane avant cela existé toutes autres religi,,url,,1.0
5712,dormir puis amp matin oh douce odeur garçons,,,,0.0
3493,jsuis commence avoir mal renois 91 77,,user,,1.0
8045,matin réveillé sentais tout nouveau levé sentant bébé looow my sooooul vêtements quot,,,,0.0
7119,aller lit peux croire encore réveillé,,,,0.0
4026,haha inquiète ferrez tout,,,,0.0
11013,bonne journée jessie dirai pourquoi anniversaire,,,,0.0
3874,violence simple thé parfums automne,,user,,0.0
13493,oohhh comme croisière encore fois va ça,,,,0.0
12058,juste hors lit pendant congé chapeaux jouent soir devraient être capables fouetter nouveau sans problème,,,,0.0
13838,prépare faire pose tous managers hahah hâte voir boo nizzzzllleee,,,,0.0
13014,faire rabais faire pâque juste peu plus amusant,,,,0.0
13619,peux dire combien fois cela a présenté hah patron là aujourd hui moins sors hmmm,,,,0.0
975,être 4 renois 206 musique fond vapotes gogo oublier papiers,,,,1.0
127,plutôt déçu début s6 house cards attarde trop héritage francis assez évo,,url,,1.0
2353,bar bourré comme mongol plus polonais arrive arrêter ri,,url,,1.0
8335,ohh sarri utilisez sam sax sermone shafi shery,,,,0.0
4613,très gentil part dire,,,,0.0
12519,bonjour manong domini kat fille plus jeune fille tante evelyn neri cherchait simplement chez primero neri,,,,0.0
3748,migrants 7z,,user,,1.0
611,renois abusez tomber milieu piste bowling,,,,1.0
377,alors espece abruti profond etre humain sommet chaine alimentaire donc pauvre con,,user url,,1.0
11919,aime photo belles lunettes,,,,0.0
1805,bientôt sale arabe merde,,user,,1.0
1436,raciste mdrrr quel veut parler renois parle mal femmes rebeu,,user user,,0.0
6954,viens poster nouvelle entrée blog photos exaltantes salle snacks forum phoenix,,,,0.0
7779,aime kiwi porridge kiwi crêpes également étonnamment bon,,,,0.0
11856,aimez nu allé douche alors ha aimez perdants parce parlez toujours,,,,0.0
11249,awh bien être capable faire assez bon toujours train décider pizza verrons quand journée rapproche,,,,0.0
5844,non merci aime prison,,,,0.0
381,mongol ace,,,,1.0
4242,ville braise génial faut donc terminer livre lire prochain ceux maintenant possible temps lit possible sait vraiment xd,,,,0.0
1569,depuis matin envie coller gifle bien patriarcale cet ado attardé fait office président,,url,,0.0
12229,grading quot totalement radical projets mec,,,,0.0
782,genre renois frustré psk rêve finir maghrébine psk rêvé être,,user user url,,1.0
11244,joie apporter,,,,0.0
9223,merci avoir résolu problème manière opportune,,,,0.0
3227,parle rapport protestantism dit mélangions polythéism,,user user user url,,1.0
6860,enfin laissé 4 morts travailler moins moins vapeur besoin 4ème bas,,,,0.0
3066,claqué ching chong com sous photos insta japon,,user,,1.0
8511,doigts fermement croisés tout conseil faites cri,,,,0.0
8855,quelqu veut acheter trucs ligne vais payer hugsssssssss,,,,0.0
676,forum réfugiés cosi appell,,,,1.0
7306,merci null,,,,0.0
5348,comprends veux dire pouvez regarder rebonds puis envoyer courrier électronique yahoo amp ainsi suite vont effacer url,,,,0.0
9151,peux lire hun,,,,0.0
13638,haha heureusement aucun devoir moins presque finis yay,,,,0.0
6441,hey merci avoir suivi,,,,0.0
2051,sale juif,,user,,1.0
4874,entendu parler concours congrats girl,,,,0.0
3507,pègre gauchiste,,user user,,0.0
8737,nah aus pc plus vendu mieux gauche vendeurs 6 équipe allant aus vegas oct wwpc scène,,,,0.0
7876,cri matin,,,,0.0
277,contre avortement tout,,url,,1.0
73,musée mémorial victimes terrorisme,,,,1.0
4801,quelle gêne dû gagner ça toute façon mal après tout gagné autre série étranger,,,,0.0
5926,aimons aussi,,,,0.0
8927,pourriez répéter question,,,,0.0
9524,équipe mobile devrait pencher téléphone grenade,,,,0.0
11712,bonjour bon peuple tweeterville espère passé bonne nuit sommeil,,,,0.0
11635,chienne retour plaisante,,,,0.0
5198,,,,,0.0
1714,robert bowers 46 ans auteur tuerie accusait juifs financer invasion usa,pittsburgh,url,,1.0
2575,allemagne clans arabes font loi police décidé réagir éviter faire traiter,,url,,1.0
1156,quoi style mec aussi préfère renois si blond yeux bleu oklm faut drôle auss,,url,,1.0
405,ozil mongol invente vie,,url,,0.0
10339,pot vient passer cookies bientôt aller four,,,,0.0
2214,menacé expulser migrants cela produit pourquoi parce faible pe,macron,url,,0.0
8751,froid garçon,,,,0.0
10899,café bon matin,,,,0.0
4138,peut être a rien mal faire attention essayez soucier trop,,,,0.0
660,juste question si traite noir arabe sale arabe sale black,,user user url,,1.0
2620,ça entrées légales migrants viennent plus,,url,,1.0
7745,moment importe bon intéresse plus essayer méthode recherche résultats utiles,,,,0.0
5454,écoutant quot scream quot aimer devez vraiment obtenir allez lever partir maintenant oui,,,,0.0
3965,jpp vraiment attarde tpmp sherlock juste,,user user user url,,0.0
10151,30 minutes sommeil supplémentaires bien sûr pourquoi haha night réveiller 7 heures pouah,,,,0.0
12444,bien vaut mieux rester secret jusqu embargo baisse,,,,0.0
5230,rien scotch mist a meilleure chose jamais vu télé lors nouvelle année,,,,0.0
821,langage gauchiste devient langue morte,,,,0.0
11695,cela signifie comique suce cela signifie père meilleur ami fan,,,,0.0
11300,eh bien cela sens veux nouveau 30,,,,0.0
4578,lol bon ouais fait attend impatience jeudi depuis allons visiter visita iglesia 14 églises,,,,0.0
5434,thanxnull,,,,0.0
13483,chose embarrassante voient quel point sale quel genre quot stuff quot possédez superbe blog,,,,0.0
922,bonheur va vient attarde toujours plus méritant ceux apprennent saisir,,url,,1.0
378,feuilleton bêtisier 3 cohn bendit parlant jlm complotiste anti macronien normal vu formation trotzkiste,,url,,1.0
10724,apprendre twitter,,,,0.0
5336,tôt changement faut lever après midi,,,,0.0
